"image","xml","frame_index","source","has_object"
"ball_test_20260730_172702_f00002260_t0000078382.jpg","ball_test_20260730_172702_f00002260_t0000078382.xml","2260","empty","0"
"ball_test_20260730_172702_f00002270_t0000078729.jpg","ball_test_20260730_172702_f00002270_t0000078729.xml","2270","empty","0"
"ball_test_20260730_172702_f00002280_t0000079076.jpg","ball_test_20260730_172702_f00002280_t0000079076.xml","2280","empty","0"
"ball_test_20260730_172702_f00002290_t0000079423.jpg","ball_test_20260730_172702_f00002290_t0000079423.xml","2290","empty","0"
"ball_test_20260730_172702_f00002300_t0000079770.jpg","ball_test_20260730_172702_f00002300_t0000079770.xml","2300","empty","0"
"ball_test_20260730_172702_f00002310_t0000080117.jpg","ball_test_20260730_172702_f00002310_t0000080117.xml","2310","empty","0"
"ball_test_20260730_172702_f00002320_t0000080463.jpg","ball_test_20260730_172702_f00002320_t0000080463.xml","2320","empty","0"
"ball_test_20260730_172702_f00002330_t0000080810.jpg","ball_test_20260730_172702_f00002330_t0000080810.xml","2330","empty","0"
"ball_test_20260730_172702_f00002340_t0000081157.jpg","ball_test_20260730_172702_f00002340_t0000081157.xml","2340","empty","0"
"ball_test_20260730_172702_f00002350_t0000081504.jpg","ball_test_20260730_172702_f00002350_t0000081504.xml","2350","empty","0"
"ball_test_20260730_172702_f00002370_t0000082197.jpg","ball_test_20260730_172702_f00002370_t0000082197.xml","2370","empty","0"
"ball_test_20260730_172702_f00002400_t0000083238.jpg","ball_test_20260730_172702_f00002400_t0000083238.xml","2400","empty","0"
"ball_test_20260730_172702_f00002410_t0000083585.jpg","ball_test_20260730_172702_f00002410_t0000083585.xml","2410","empty","0"
"ball_test_20260730_172702_f00002420_t0000083932.jpg","ball_test_20260730_172702_f00002420_t0000083932.xml","2420","empty","0"
"ball_test_20260730_172702_f00002430_t0000084278.jpg","ball_test_20260730_172702_f00002430_t0000084278.xml","2430","empty","0"
"ball_test_20260730_172702_f00002450_t0000084972.jpg","ball_test_20260730_172702_f00002450_t0000084972.xml","2450","empty","0"
"ball_test_20260730_172702_f00002460_t0000085319.jpg","ball_test_20260730_172702_f00002460_t0000085319.xml","2460","empty","0"
"ball_test_20260730_172702_f00002470_t0000085666.jpg","ball_test_20260730_172702_f00002470_t0000085666.xml","2470","empty","0"
"ball_test_20260730_172702_f00002480_t0000086013.jpg","ball_test_20260730_172702_f00002480_t0000086013.xml","2480","empty","0"
"ball_test_20260730_172702_f00002490_t0000086359.jpg","ball_test_20260730_172702_f00002490_t0000086359.xml","2490","empty","0"
"ball_test_20260730_172702_f00002500_t0000086706.jpg","ball_test_20260730_172702_f00002500_t0000086706.xml","2500","empty","0"
"ball_test_20260730_172702_f00002510_t0000087053.jpg","ball_test_20260730_172702_f00002510_t0000087053.xml","2510","empty","0"
"ball_test_20260730_172702_f00002530_t0000087747.jpg","ball_test_20260730_172702_f00002530_t0000087747.xml","2530","empty","0"
"ball_test_20260730_172702_f00002560_t0000088787.jpg","ball_test_20260730_172702_f00002560_t0000088787.xml","2560","empty","0"
"ball_test_20260730_172702_f00002570_t0000089134.jpg","ball_test_20260730_172702_f00002570_t0000089134.xml","2570","empty","0"
"ball_test_20260730_172702_f00002580_t0000089481.jpg","ball_test_20260730_172702_f00002580_t0000089481.xml","2580","empty","0"
"ball_test_20260730_172702_f00002590_t0000089828.jpg","ball_test_20260730_172702_f00002590_t0000089828.xml","2590","empty","0"
"ball_test_20260730_172702_f00002600_t0000090174.jpg","ball_test_20260730_172702_f00002600_t0000090174.xml","2600","empty","0"
"ball_test_20260730_172702_f00002610_t0000090521.jpg","ball_test_20260730_172702_f00002610_t0000090521.xml","2610","empty","0"
"ball_test_20260730_172702_f00002620_t0000090868.jpg","ball_test_20260730_172702_f00002620_t0000090868.xml","2620","empty","0"
"ball_test_20260730_172702_f00002630_t0000091215.jpg","ball_test_20260730_172702_f00002630_t0000091215.xml","2630","empty","0"
"ball_test_20260730_172702_f00002640_t0000091562.jpg","ball_test_20260730_172702_f00002640_t0000091562.xml","2640","empty","0"
"ball_test_20260730_172702_f00002680_t0000092949.jpg","ball_test_20260730_172702_f00002680_t0000092949.xml","2680","empty","0"
"ball_test_20260730_172702_f00002730_t0000094683.jpg","ball_test_20260730_172702_f00002730_t0000094683.xml","2730","empty","0"
"ball_test_20260730_172702_f00002740_t0000095030.jpg","ball_test_20260730_172702_f00002740_t0000095030.xml","2740","empty","0"
"ball_test_20260730_172702_f00002750_t0000095377.jpg","ball_test_20260730_172702_f00002750_t0000095377.xml","2750","empty","0"
"ball_test_20260730_172702_f00002760_t0000095724.jpg","ball_test_20260730_172702_f00002760_t0000095724.xml","2760","empty","0"
"ball_test_20260730_172702_f00002770_t0000096070.jpg","ball_test_20260730_172702_f00002770_t0000096070.xml","2770","empty","0"
"ball_test_20260730_172702_f00002780_t0000096417.jpg","ball_test_20260730_172702_f00002780_t0000096417.xml","2780","empty","0"
"ball_test_20260730_172702_f00002790_t0000096764.jpg","ball_test_20260730_172702_f00002790_t0000096764.xml","2790","empty","0"
"ball_test_20260730_172702_f00002800_t0000097111.jpg","ball_test_20260730_172702_f00002800_t0000097111.xml","2800","empty","0"
"ball_test_20260730_172702_f00002810_t0000097458.jpg","ball_test_20260730_172702_f00002810_t0000097458.xml","2810","empty","0"
"ball_test_20260730_172702_f00002820_t0000097805.jpg","ball_test_20260730_172702_f00002820_t0000097805.xml","2820","empty","0"
"ball_test_20260730_172702_f00002830_t0000098151.jpg","ball_test_20260730_172702_f00002830_t0000098151.xml","2830","empty","0"
"ball_test_20260730_172702_f00002860_t0000099192.jpg","ball_test_20260730_172702_f00002860_t0000099192.xml","2860","empty","0"
"ball_test_20260730_172702_f00002870_t0000099539.jpg","ball_test_20260730_172702_f00002870_t0000099539.xml","2870","empty","0"
"ball_test_20260730_172702_f00002880_t0000099886.jpg","ball_test_20260730_172702_f00002880_t0000099886.xml","2880","empty","0"
"ball_test_20260730_172702_f00002890_t0000100232.jpg","ball_test_20260730_172702_f00002890_t0000100232.xml","2890","empty","0"
"ball_test_20260730_172702_f00002900_t0000100579.jpg","ball_test_20260730_172702_f00002900_t0000100579.xml","2900","empty","0"
"ball_test_20260730_172702_f00002910_t0000100926.jpg","ball_test_20260730_172702_f00002910_t0000100926.xml","2910","empty","0"
"ball_test_20260730_172702_f00002930_t0000101620.jpg","ball_test_20260730_172702_f00002930_t0000101620.xml","2930","empty","0"
"ball_test_20260730_172702_f00002940_t0000101966.jpg","ball_test_20260730_172702_f00002940_t0000101966.xml","2940","empty","0"
"ball_test_20260730_172702_f00002950_t0000102313.jpg","ball_test_20260730_172702_f00002950_t0000102313.xml","2950","empty","0"
"ball_test_20260730_172702_f00002960_t0000102660.jpg","ball_test_20260730_172702_f00002960_t0000102660.xml","2960","empty","0"
"ball_test_20260730_172702_f00002980_t0000103354.jpg","ball_test_20260730_172702_f00002980_t0000103354.xml","2980","empty","0"
"ball_test_20260730_172702_f00002990_t0000103701.jpg","ball_test_20260730_172702_f00002990_t0000103701.xml","2990","empty","0"
"ball_test_20260730_172702_f00003000_t0000104047.jpg","ball_test_20260730_172702_f00003000_t0000104047.xml","3000","empty","0"
"ball_test_20260730_172702_f00003010_t0000104394.jpg","ball_test_20260730_172702_f00003010_t0000104394.xml","3010","empty","0"
"ball_test_20260730_172702_f00003020_t0000104741.jpg","ball_test_20260730_172702_f00003020_t0000104741.xml","3020","empty","0"
"ball_test_20260730_172702_f00003030_t0000105088.jpg","ball_test_20260730_172702_f00003030_t0000105088.xml","3030","empty","0"
"ball_test_20260730_172702_f00003050_t0000105782.jpg","ball_test_20260730_172702_f00003050_t0000105782.xml","3050","empty","0"
"ball_test_20260730_172702_f00003100_t0000107516.jpg","ball_test_20260730_172702_f00003100_t0000107516.xml","3100","empty","0"
"ball_test_20260730_172702_f00003110_t0000107863.jpg","ball_test_20260730_172702_f00003110_t0000107863.xml","3110","empty","0"
"ball_test_20260730_172702_f00003120_t0000108209.jpg","ball_test_20260730_172702_f00003120_t0000108209.xml","3120","empty","0"
"ball_test_20260730_172702_f00003130_t0000108556.jpg","ball_test_20260730_172702_f00003130_t0000108556.xml","3130","empty","0"
